data_arquivamento,acessibilidade,impacto_ambiental,nome,democratizacao,justificativa,mecanismo,resumo,sinopse,especificacao_tecnica,data_inicio,objetivos,ficha_tecnica,etapa,data_aceite,id,estrategia_execucao,data_termino
,"Informamos que o espaço onde ocorrerá o lançamento do livro, estará de acordo com as medidas de acessibilidade, possuindo rampas de aceso e espaços adequados a portadores de deficiência, (art. 46 do D","","65 ANOS DE FEIRA DE SÃO CRISTOVÃO - Livro","10% dos 3000 livros a serem produzidos serão doados à escolas, instituições e bibliotecas da rede pública, além de ter 500 livros com preço promocional.","Registrar a história é a maior obrigação de um país. É a parir das características e hábitos regionais que se forma a base da cultura de uma nação. Ao criarmos laços com o passado e transmiti-los às g","Mecenato","O Livro FEIRA DE SÃO CRISTOVÃO 65 ANOS, contara a história de resistência do nordestino, que anteriormente desbravou nosso grande Sertão e o mesmo fez aqui em terras cariocas. Perpetuaremos a história, imortalizando seus personagens e a Feira de São Cristóvão, desde a sua fundaçao em 1940, atualmente conhecida como Centro de Tradições Nordestinas Luiz Gonzaga.","","","2009-06-01","O projeto FEIRA DE SÃO CRISTOVÃO 65 ANOS será um livro comemorativo sobre os 65 anos da Feira de São Cristóvão. Por meio dele, narraremos toda a história da feira, desde a sua fundação até os dias de","","O projeto está dividido em oito  fases, comas seguintes datas de execução:   Fase 01: captação de recursos - 01/06/2009 Fase  02: pesquisa – 4 meses Fase 03: Concepção gráfica e de texto sobre os tema",,90,"","2010-02-28"
,"Durante a Feira de Cultura Popular – Pernambuco apresentando seus valores será garantido o acesso de portadores de necessidades especiais através da disponibilização de lugares reservados nas palestra","","Feira de Cultura Popular - Pernambuco apresentando seus valores","O evento favorece a participação de pessoas interessadas e apaixonadas pela arte e cultura brasileira e suas fontes. Espera-se educadores, estudantes, historiadores, antropólogos, sociólogos, filósofo","O projeto Feira de Cultura Popular – Pernambuco apresentando seus valores nasceu da paixão pela cultura brasileira e, especialmente, pela cultura popular Nordestina. A idéia é preservar a cultura e pr","Mecenato","Realizar, de 30 de junho a 02 de agosto de 2009, gratuitamente, na Praça do Arsenal e Torre Malakoff, em Recife, uma feira para discussões, ensino, aprendizagem e entretenimento sobre a Literatura de Cordel e outras fortes expressões da cultura popular pernambucana. Serão realizadas oficinas, workshops, apresentações culturais, mesas-redondas, palestras, exposições e espaço para poesia para público de todas as idades e classes sociais.","","","2009-05-29","Realizar a Feira de Cultura Popular – Pernambuco apresentando seus valores, com o intuito de valorizar a preservação da literatura de cordel, como uma das principais representações de patrimônio mater","","- Definir equipe de produção; - Determinar as tarefas de cada profissional; - Preparar projeto comercial; - Definir equipe de comercialização; - Procurar parceiros; - Definir estratégia de captação de",,91,"","2009-10-02"
"2009-09-29","***","","Carga Pesada – O Brasil sobre Rodas ","****","Transporte de tudo e para todos   Levar as crianças para a escola, visitar a família no interior, enviar encomendas para outros pontos do país, escoar a produção agrícola, fazer a distribuição de me","Mecenato","***","","","2009-04-06","O objetivo é montar uma exposição acompanhada de um catálogo, mostrando que o progresso nacional se deu sobre rodas.   A exposição se propõe a mostrar como as rodovias e os veículos entraram em defi","","Etapas   1ª ETAPA - Captação de recursos (45 dias) A previsão de 45 dias decorre do fato de já ter sido realizada uma prospecção para captação de patrocínios e ter sido identificadas empresas inter",,92,"","2009-12-21"
"2010-01-14","Pela experiência anterior da produtora deste projeto no trabalho com crianças com dificuldade de aprendizagem,em parceria com a SMEC (Projeto na Ponta do Pé) que desenvolvem suas p","","OLHARES MÚLTIPLOS - DANÇA, EDUCAÇÃO E CIDADANIA - ANO 1","As 40 vagas ofertadas pelo projeto serão preenchidas através de seleção avaliada pelos professores, fisioterapeuta, médico e psicólogas do projeto, sendo 30 vagas emininas e 10 vagas masculinas. Os cr","Dentro do princípio de que a cultura é como um campo de luta da significação social. Um campo onde não se definem apenas conceitos, mas as formas como as pessoas devem produzir cultura – que","Mecenato","Projeto de educação infanto juvenil que visa promover a cidadania, e a inclusão social e cultural, de crianças e adolescentes de famílias de baixa renda, através de atividades na área de dança, psicologia, medicina, fisioterapia, nutrição e direito.","","","2009-04-15","OBJETIVO GERAL: Promover o acesso à arte, a educação e a integração social de adolescentes entre 12 e 16 anos.   OBJETIVOS ESPECÍFICOS: Democratização e descentralização da cultura. Educar e sociabil","","",,93,"","2009-12-18"
"2009-06-26","...","","Impressão","- Exibições Gratuitas do Filme em Sessões Especiais. - Disponibilização do Filme em Baixa Resolução para Exibição na Web e Download.","<!-- @page { margin: 2cm } P { margin-bottom: 0.21cm } --> Existem dois pontos de vista que justificam a aprovação desse projeto. A primeira, relacionada à história em si. A segunda, sobre o cont","Mecenato","Esse projeto destina-se à produção do curta-metragem intitulado Impressão, de aproximadamente 10 minutos, baseado em roteiro homônimo de Célio Dutra captado em formato digital e finalizado em 35mm.","","","2009-07-01","Sobre a História   A história narra uma noite na vida de Raquel - uma sexta-feira que antecede um fim-de-semana prolongado por um feriado. Depois de fazer serão no trabalho, ela se vê surpreendida por","","<!-- @page { margin: 2cm } P { margin-bottom: 0.21cm } --> Como em qualquer outro processo de criação ou produção, o audiovisual tem seu cronograma feito em cadeia, onde cada parte do processo se",,94,"","2010-07-01"
,"Vamos garantir que as exposição prevista de objetos do folclore capixaba esteja adaptada aos portadosre de deficiência visual, possiblitando em uma visita orientada com o toque nos objetos artesanais","","XIV Congresso Brasileiro de Folclore.","","Os Congressos Brasileiros de Folclore (doravante: Congressos) nasceram como uma conseqüência quase natural do crescimento da Comissão Nacional de Folclore (doravante CNF). A CNF surgiu a partir da con","Mecenato","Realizar o XIV Congresso Brasileiro de Folclore no mês de novembro em Vitória - ES","","","2009-04-10","Realizar o XIV Congresso Brasileiro de Folclore, para cerca de 60 pesquisadores convidados de todo o Brasil, mais cerca de 50 pesquisadores do Espírito Santo com as seguintes atividades:   · Duas Co","","1- PARTICIPAÇÃO DAS COMISSÕES ESTADUAIS DE FOLCLORE.   Como uma atividade da Comissão Nacional de Folclore o XIV Congresso já conta com o apoio das Comissões Estaduais de Folclore e dos folcloristas",,95,"","2009-12-31"
,"dfsadfasdfsadfsadfsad","","Teste",",jhbgjffjh,bnj,hgbgbhgcfjhgjhihgyuguyhfhggfcgfcgfvkjuhvftgrfd","dfdsafsdafdsafadsfdsabhgvgcvfjnjhghv nnjnjnkjnn  nkj.nkjkfmdmfdkfkd kmfmfklsdmkd sdklfmldksmflkdsmflkdsvm ksdfmlkdsfmlksdmv lksfmlskfm .sfmlksd,","Mecenato","Somente para aprendizado","","","2009-10-01","mnfdsk.fjkjsdfksdfkjsdafnhkjsdafnkjafnskjsanfdjsadnffndsnfksadnfkfnlksndfklsn jbg solange","","fdsfsdafsadfsdfd",,96,"","2009-12-31"
,"Vamos garantir que as exposição prevista de objetos do folclore capixaba esteja adaptada aos portadosre de deficiência visual, possiblitando em uma visita orientada com o toque nos objetos artesanais","","XIV Congresso Brasileiro de Folclore","","Os Congressos Brasileiros de Folclore (doravante: Congressos) nasceram como uma conseqüência quase natural do crescimento da Comissão Nacional de Folclore (doravante CNF). A CNF surgiu a partir da con","Mecenato","Realizar o XIV Congresso Brasileiro de Folclore no mês de novembro em Vitória - ES","","","2009-04-10","Realizar o XIV Congresso Brasileiro de Folclore, para cerca de 60 pesquisadores convidados de todo o Brasil, mais cerca de 50 pesquisadores do Espírito Santo com as seguintes atividades:   · Duas Conf","","1- PARTICIPAÇÃO DAS COMISSÕES ESTADUAIS DE FOLCLORE.   Como uma atividade da Comissão Nacional de Folclore o XIV Congresso já conta com o apoio das Comissões Estaduais de Folclore e dos folcloristas q",,97,"","2009-12-31"
,"O local onde a Feira do Livro será realizada, o Parque da Uva, é de fácil acesso a todos, com vias asfaltadas, tipografia plana, não necessitando assim de rampas de acesso a todos os espaços da Feira.","","Feira do Livro","A Feira do Livro será realizada em espaço aberto, sem cobrança de ingresso ou quaisquer taxa para a participação das atividades do evento.","O ato da leitura deve ser estimulado sempre, mas principalmente na infância, pois é importante que a criança saiba que ler é algo prazeroso, que leva a mundos antes não conhecidos, que amplia e divers","Mecenato","Realizar, na cidade de Videira - Santa Catarina, em julho de 2009, a Feira do Livro, voltada para a comunidade em geral, com palestras com escritores catarinenses, saraus e oficinas durante o evento.","","","2009-07-11","Objetivo Realizar a Feira do Livro na cidade de Videira, pólo da região Meio-oeste Catarinense, a população em geral, aproximando o livro de seu leitor, cativando e incentivando novos leitores atravé","","Etapa 1 - fevereiro a junho Buscar parcerias e captar recursos Firmar parceria com instituições públicas, editoras e gráficas Seleção e contratação dos profissionais Envio de Convite à escritores",,98,"","2009-07-19"
,"O Caixa de Surpresas é sempre realizado locais públicos e abertos, sendo que na maioria dos bairros e municípios o evento acontece em praças ou logradouros. A Coordenação do evento, delimita sempre u",""," Evento Caixa de Surpresas","O evento é realizado em espaços abertos e não possui, nenhuma área restrita paga, sendo assim o acesso é livre para participação do público no evento.","O evento CAIXA DE SURPRESAS realizado em 2004, 2005, 2006, 2007 e 2008 consagrou-se junto à população maranhense, durante o período de realização, nas duas primeiras semanas de junho (sexta a domingo)","Mecenato","Seguindo para a sua quinta edição, o evento CAIXA DE SURPRESAS 2009 acontece no período dos festejos juninos,nos dias 5,6,7,12,13,14 e 29.Reunindo os mais representativos grupos folclóricos do Estado, como o Bumba-meu-boi, sotaques de Orquestra, Zabumba, Matraca e Costa de Mão, Cacuriá, Quadrilhas, Dança do Coco, Dança do Lelê, Dança Portuguesa e Tambor-de-Crioula, numa mostra da força e da diversidade da cultura maranhense.O evento acontece em bairros carentes da cidade de São Luís-MA.","","","2009-06-05","Voltado para apoiar os grupos folclóricos maranhenses, o CAIXA DE SURPRESAS tem sido um agente sócio-econômico, estimulando o comércio informal que se forma em torno do local do evento, como também um","","Realização do evento denominado Caixa de Surpresas durante 2 semanas do mês de junho, de sexta-feira a domingo, nas datas:  5,6,7,12,13,14 e 29  de junho de 2009 1ª fase: abril/2009  1.    Elaborar a",,99,"","2009-06-29"
"2010-01-14","Pela experiência anterior da produtora deste projeto no trabalho com crianças com dificuldade de aprendizagem,em parceria com a SMEC (Projeto na Ponta do Pé) que desenvolvem suas potencialidades atrav","","OLHARES MÚLTIPLOS - DANÇA, EDUCAÇÃO E CIDADANIA - ANO 1","As 40 vagas ofertadas pelo projeto serão preenchidas através de seleção avaliada pelos professores, fisioterapeuta, médico e psicólogas do projeto, sendo 30 vagas emininas e 10 vagas masculinas. Os cr","Dentro do princípio de que a cultura é como um campo de luta da significação social. Um campo onde não se definem apenas conceitos, mas as formas como as pessoas devem produzir cultur","Mecenato","Projeto de educação infanto juvenil que visa promover a cidadania, e a inclusão social e cultural, de crianças e adolescentes de famílias de baixa renda, através de atividades na área de dança, psicologia, medicina, fisioterapia, nutrição e direito.","","","2009-04-15","OBJETIVO GERAL: Promover o acesso à arte, a educação e a integração social de adolescentes entre 12 e 16 anos.   OBJETIVOS ESPECÍFICOS: Democratização e descentralização da cultura. Educar e sociabil","","O projeto “Olhares múltiplos – Dança, Educação e Cidadania” – divide-se em três segmentos distintos, denominados “olhares”. OLHAR 1, denominado “O CORPO QUE FALA”  OLHAR 2, denominado “O C",,100,"","2009-12-18"
